Order No.,Tracking No,Carrier Name,Booked From,Booked Date,Delivered At,Deliver Date,Status Now
1900535,Z77929509,DTDC,,,BHATINDA,Mon, Dec 03, 2012 11:11 AM,DELIVERED
1900592,Z77929510,DTDC,,,BHATINDA,Mon, Dec 03, 2012 11:11 AM,DELIVERED
1900651,Z77929511,DTDC,,,BHATINDA,Mon, Dec 03, 2012 11:11 AM,DELIVERED
1900713,Z77929512,DTDC,,,BHATINDA,Mon, Dec 03, 2012 11:11 AM,DELIVERED
1900773,Z77929513,DTDC,,,BHATINDA,Mon, Dec 03, 2012 11:11 AM,DELIVERED
1900782,Z77931965,DTDC,,,JAIPUR,Mon, Dec 03, 2012 3:00 PM,DELIVERED
1900806,Z77932002,DTDC,,,,,
1900824,Z77929514,DTDC,,,RUDRAPUR,,IN TRANSIT
1900873,Z77931921,DTDC,,,MUMBAI,Thu, Dec 06, 2012 4:00 AM,DELIVERED
1900969,1900969,DTDC,,,,,
1900985,Z77932048,DTDC,,,BHILWARA,Sat, Dec 01, 2012 10:20 AM,DELIVERED
1900994,Z77929515,DTDC,,,BHATINDA,Mon, Dec 03, 2012 11:11 AM,DELIVERED
1901014,Z77931936,DTDC,,,,,
1901048,Z77929516,DTDC,,,DELHI,,REVERTED
1901083,Z77929517,DTDC,,,BHATINDA,Mon, Dec 03, 2012 11:11 AM,DELIVERED
1901134,Z77929518,DTDC,,,MEHSANA,Fri, Dec 07, 2012 10:00 AM,DELIVERED
1901145,Z77931930,DTDC,,,DELHI,Fri, Nov 30, 2012 11:00 AM,DELIVERED
1901151,Z77929519,DTDC,,,SONEPAT,Tue, Dec 04, 2012 11:00 AM,DELIVERED
1901171,Z77929520,DTDC,,,BHATINDA,Mon, Dec 03, 2012 11:11 AM,DELIVERED
1901306,Z77929521,DTDC,,,MALLARPUR,Mon, Dec 10, 2012 11:09 AM,DELIVERED
1901309,Z77929522,DTDC,,,SOLAN,Sat, Dec 01, 2012 11:00 AM,DELIVERED
1901393,Z77929523,DTDC,,,HYDERABAD,Wed, Dec 05, 2012 6:48 PM,DELIVERED
1901401,Z77931978,DTDC,,,MOHALI,Sat, Dec 01, 2012 3:15 PM,DELIVERED
1901411,1901411,DTDC,,,,,
1901549,Z77931988,DTDC,,,BARODA,,IN TRANSIT
1901604,Z77931972,DTDC,,,BANGALORE,Fri, Dec 07, 2012 1:20 PM,DELIVERED
1901661,Z77932000,DTDC,,,MUZAFFARPUR,,IN TRANSIT
1901805,Z77931901,DTDC,,,MUMBAI,,OUT FOR DELIVERY
1901832,Z77929524,DTDC,,,GUNTUR,,IN TRANSIT
1901950,Z77929525,DTDC,,,DELHI,,RETURN TO ORIGIN
1901963,Z77929526,DTDC,,,BELGAUM,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1902044,Z77931927,DTDC,,,GWALIOR,Sat, Dec 01, 2012 6:00 PM,DELIVERED
1902048,Z77932001,DTDC,,,MUMBAI,Thu, Dec 06, 2012 0:05 PM,DELIVERED
1902155,Z77931903,DTDC,,,JAIPUR,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1902160,Z77931986,DTDC,,,AHMEDABAD,Fri, Dec 07, 2012 1:20 PM,DELIVERED
1902198,Z77931912,DTDC,,,AHMEDABAD,Fri, Dec 07, 2012 2:15 PM,DELIVERED
1902343,Z77931922,DTDC,,,CHENNAI,Fri, Dec 07, 2012 1:30 PM,DELIVERED
1902418,Z77929527,DTDC,,,CUDDAPAH,Sat, Dec 08, 2012 11:10 AM,DELIVERED
1902470,Z77932043,DTDC,,,DELHI,Fri, Nov 30, 2012 11:11 AM,DELIVERED
1902480,Z77929528,DTDC,,,,,
1902524,Z77929529,DTDC,,,HUBLI,Sat, Dec 08, 2012 10:10 AM,DELIVERED
1902583,Z77931953,DTDC,,,,,
1902587,Z77929530,DTDC,,,BHATINDA,,IN TRANSIT
1902635,Z77929531,DTDC,,,DELHI,,RETURN TO ORIGIN
1902784,Z77929532,DTDC,,,,,
1902834,Z77929533,DTDC,,,PATIALA,Wed, Dec 05, 2012 10:02 AM,DELIVERED
1902879,Z77929534,DTDC,,,CUDDAPAH,Tue, Dec 04, 2012 11:20 AM,DELIVERED
1903181,Z77932042,DTDC,,,,,
1903250,Z77929535,DTDC,,,MOHALI,Mon, Dec 03, 2012 11:44 AM,DELIVERED
1903287,Z77931955,DTDC,,,NOIDA,Fri, Nov 30, 2012 3:20 PM,DELIVERED
1903390,Z77929536,DTDC,,,ALIGARH,Mon, Dec 03, 2012 0:00 PM,DELIVERED
1903511,Z77929537,DTDC,,,PATIALA,Wed, Dec 05, 2012 10:00 AM,DELIVERED
1903550,Z77929538,DTDC,,,DHARWAD,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1903815,Z77929539,DTDC,,,,,
1903823,Z77931914,DTDC,,,COCHIN,,IN TRANSIT
1903869,Z77932040,DTDC,,,,,
1903903,Z77929540,DTDC,,,TRIVANDRUM,,IN TRANSIT
1903922,Z77929541,DTDC,,,CHENNAI,,IN TRANSIT
1904335,Z77932029,DTDC,,,JAIPUR,Sat, Dec 01, 2012 0:00 PM,DELIVERED
1904364,Z77931910,DTDC,,,VISHAKAPATNAM,Sat, Dec 08, 2012 11:30 AM,DELIVERED
1904366,Z77931964,DTDC,,,,,
1904538,Z77931935,DTDC,,,BHUBANESHWAR,,IN TRANSIT
1904744,Z77931967,DTDC,,,SAMBALPUR,,IN TRANSIT
1904818,Z77932013,DTDC,,,COCHIN,Sat, Dec 08, 2012 4:00 PM,DELIVERED
1904857,Z77929542,DTDC,,,KALPETTA,Mon, Dec 10, 2012 2:00 PM,DELIVERED
1904929,Z77929543,DTDC,,,SHAHABAD MARKANDA,Sat, Dec 01, 2012 1:13 PM,DELIVERED
1905410,Z77929544,DTDC,,,DONIMALAI,Fri, Dec 07, 2012 0:05 PM,DELIVERED
1905470,Z77929545,DTDC,,,TRIVANDRUM,Thu, Dec 06, 2012 2:00 PM,DELIVERED
1905493,Z77929546,DTDC,,,SURAT,Mon, Dec 10, 2012 3:00 PM,DELIVERED
1905506,Z77929547,DTDC,,,SHAHABAD MARKANDA,Sat, Dec 01, 2012 1:13 PM,DELIVERED
1905567,Z77932017,DTDC,,,BIKANER,Mon, Dec 03, 2012 3:00 PM,DELIVERED
1905756,Z77932031,DTDC,,,KOTTAYAM,,IN TRANSIT
1905775,Z77931985,DTDC,,,COCHIN,,IN TRANSIT
1905820,Z77929548,DTDC,,,SONEPAT,Sat, Dec 01, 2012 11:30 AM,DELIVERED
1906114,Z77932036,DTDC,,,JAIPUR,,IN TRANSIT
1906430,Z77929549,DTDC,,,KALA AMB,Sat, Dec 01, 2012 1:13 PM,DELIVERED
1906456,Z77931937,DTDC,,,,,
1906486,I00488100,DTDC,,,PUNE,,IN TRANSIT
1906495,Z77929550,DTDC,,,MOHALI,Mon, Dec 03, 2012 4:15 PM,DELIVERED
1906502,Z77931983,DTDC,,,BANGALORE,Fri, Dec 07, 2012 2:15 PM,DELIVERED
1906560,Z77929551,DTDC,,,JALGAON,,IN TRANSIT
1906571,Z77931940,DTDC,,,BANGALORE,Fri, Dec 07, 2012 0:20 PM,DELIVERED
1906634,Z77929552,DTDC,,,KALA AMB,Mon, Dec 03, 2012 1:13 PM,DELIVERED
1906749,Z77929553,DTDC,,,AHMEDABAD,Fri, Dec 07, 2012 11:45 AM,DELIVERED
1906793,Z77929554,DTDC,,,ZAHEERABAD,Fri, Dec 07, 2012 10:00 AM,DELIVERED
1906918,Z77932008,DTDC,,,AHMEDABAD,Fri, Dec 07, 2012 0:22 PM,DELIVERED
1907170,Z77929555,DTDC,,,AHMEDABAD,,OUT FOR DELIVERY
1907402,Z77931956,DTDC,,,,,
1907447,Z77929556,DTDC,,,DHARWAD,Sat, Dec 08, 2012 10:00 AM,DELIVERED
1907520,Z77932039,DTDC,,,COCHIN,Sat, Dec 08, 2012 4:00 PM,DELIVERED
1907584,Z77929557,DTDC,,,DELHI,,IN TRANSIT
1907595,Z77932010,DTDC,,,BANGALORE,Sat, Dec 08, 2012 11:55 AM,DELIVERED
1907700,Z77929558,DTDC,,,LUDHIANA,,ATTEMPTED
1908013,Z77929559,DTDC,,,,,
1908143,Z77929560,DTDC,,,GURDASPUR,Wed, Dec 05, 2012 0:12 PM,DELIVERED
1908198,Z77929725,DTDC,,,PUNE,Sat, Dec 01, 2012 2:00 PM,DELIVERED
1908458,Z77929561,DTDC,,,BILASPUR  ( H.P.),,IN TRANSIT
1908513,Z77932046,DTDC,,,MUMBAI,Fri, Dec 07, 2012 0:30 PM,DELIVERED
1908572,Z77929562,DTDC,,,TRICHY,,IN TRANSIT
1908650,Z77929563,DTDC,,,DELHI,,RETURN TO ORIGIN
1908735,Z77931993,DTDC,,,KURNOOL,Sat, Dec 08, 2012 2:00 PM,DELIVERED
1908861,Z77929564,DTDC,,,SAMBALPUR,,IN TRANSIT
1908876,Z77931982,DTDC,,,JAIPUR,Sat, Dec 01, 2012 0:00 PM,DELIVERED
1909025,Z77932038,DTDC,,,RAJKOT,Fri, Dec 07, 2012 10:35 AM,DELIVERED
1909053,Z77931923,DTDC,,,MUMBAI,Sat, Dec 08, 2012 6:00 PM,DELIVERED
1909072,Z77931925,DTDC,,,QUILON,Fri, Dec 07, 2012 4:32 PM,DELIVERED
1909173,Z77936045,DTDC,,,AMRITSAR,Thu, Dec 06, 2012 1:00 PM,DELIVERED
1909295,Z77929565,DTDC,,,SAMBALPUR,,ATTEMPTED
1909413,Z77929566,DTDC,,,TRICHY,,RTO IN TRANSIT
1909430,Z77932051,DTDC,,,BELGAUM,Sat, Dec 08, 2012 10:00 AM,DELIVERED
1909440,Z77929567,DTDC,,,DELHI,,IN TRANSIT
1909586,Z77931905,DTDC,,,GORAKHPUR,,IN TRANSIT
1909616,Z77929568,DTDC,,,VILLUPURAM - TN,,IN TRANSIT
1909632,Z77929569,DTDC,,,DELHI,,RTO IN TRANSIT
1909633,Z77929570,DTDC,,,BANKURA,Wed, Dec 05, 2012 3:40 PM,DELIVERED
1909634,Z77929571,DTDC,,,BAHARAMPORE,Fri, Dec 07, 2012 11:35 AM,DELIVERED
1909864,Z77931979,DTDC,,,BARODA,Mon, Dec 10, 2012 1:10 PM,DELIVERED
1909961,Z77932030,DTDC,,,DELHI,,IN TRANSIT
1909988,Z77929572,DTDC,,,RANCHI,Wed, Dec 05, 2012 2:10 AM,DELIVERED
1910034,Z77929573,DTDC,,,NASIK,,IN TRANSIT
1910046,Z77931896,DTDC,,,NELLORE,Mon, Dec 10, 2012 4:53 PM,DELIVERED
1910050,Z77931963,DTDC,,,BANGALORE,,IN TRANSIT
1910113,Z77931984,DTDC,,,JAIPUR,Fri, Nov 30, 2012 3:30 PM,DELIVERED
1910133,Z77931938,DTDC,,,,,
1910139,Z77929574,DTDC,,,CUTTACK,Fri, Dec 07, 2012 3:00 PM,DELIVERED
1910161,Z77931945,DTDC,,,CHENNAI,,IN TRANSIT
1910175,Z77929786,DTDC,,,RAJPURA,,ATTEMPTED
1910243,Z77929726,DTDC,,,LUCKNOW,Wed, Dec 05, 2012 4:20 PM,DELIVERED
1910245,Z77929575,DTDC,,,TRICHY,,RTO IN TRANSIT
1910286,Z77929576,DTDC,,,ONGOLE,Wed, Dec 05, 2012 10:45 PM,DELIVERED
1910308,Z77929577,DTDC,,,ANDAL,Sat, Dec 08, 2012 11:10 AM,DELIVERED
1910313,Z77929578,DTDC,,,BHILAI,,IN TRANSIT
1910316,Z77931898,DTDC,,,DELHI,,IN TRANSIT
1910423,Z77929579,DTDC,,,VIJAYAWADA,,IN TRANSIT
1910446,Z77929580,DTDC,,,PUNE,Fri, Dec 07, 2012 11:55 AM,DELIVERED
1910497,Z77929581,DTDC,,,SAMBALPUR,,IN TRANSIT
1910554,Z77931919,DTDC,,,BARODA,Fri, Dec 07, 2012 1:20 PM,DELIVERED
1910583,Z77929582,DTDC,,,SOLAPUR,,IN TRANSIT
1910610,X01238496,DTDC,,,BANGALORE,Sat, Dec 01, 2012 0:00 PM,DELIVERED
1910644,Z77929583,DTDC,,,BERHAMPUR -OR,Wed, Dec 05, 2012 4:00 AM,DELIVERED
1910719,Z77929584,DTDC,,,DHANBAD,Mon, Dec 03, 2012 0:00 PM,DELIVERED
1910845,Z77931933,DTDC,,,LUDHIANA,Sat, Dec 01, 2012 6:00 PM,DELIVERED
1910862,Z77932052,DTDC,,,MUMBAI,Thu, Dec 06, 2012 0:10 PM,DELIVERED
1910915,Z77931947,DTDC,,,AMBALA,,IN TRANSIT
1911073,Z77929585,DTDC,,,BERHAMPUR -OR,Wed, Dec 05, 2012 11:05 AM,DELIVERED
1911088,Z77929586,DTDC,,,KANPUR,,IN TRANSIT
1911143,Z77932045,DTDC,,,BHUBANESHWAR,Fri, Dec 07, 2012 4:00 PM,DELIVERED
1911148,Z77931966,DTDC,,,DELHI,Fri, Nov 30, 2012 0:20 PM,DELIVERED
1911282,Z77929587,DTDC,,,TIRUPUR,Sat, Dec 08, 2012 11:40 AM,DELIVERED
1911289,Z77929588,DTDC,,,THANE,Fri, Dec 07, 2012 11:25 AM,DELIVERED
1911314,Z77929589,DTDC,,,MANGALORE,,IN TRANSIT
1911315,Z77929590,DTDC,,,GUNTUR,Thu, Dec 06, 2012 0:10 PM,DELIVERED
1911346,Z77931959,DTDC,,,BHOPAL,Sat, Dec 01, 2012 3:00 PM,DELIVERED
1911443,Z77931907,DTDC,,,NOIDA,Fri, Nov 30, 2012 1:10 PM,DELIVERED
1911521,Z77929591,DTDC,,,PATNA,Wed, Dec 05, 2012 2:15 PM,DELIVERED
1911576,Z77931895,DTDC,,,JALGAON,Thu, Dec 06, 2012 1:10 PM,DELIVERED
1911759,Z77929592,DTDC,,,BILASPUR  ( H.P.),Wed, Dec 05, 2012 0:55 PM,DELIVERED
1911790,Z77931969,DTDC,,,MUMBAI,Thu, Dec 06, 2012 1:50 PM,DELIVERED
1911799,Z77929593,DTDC,,,PATNA,Tue, Dec 04, 2012 10:35 AM,DELIVERED
1911811,Z77929594,DTDC,,,KORAPUT,Sat, Dec 08, 2012 4:00 PM,DELIVERED
1911853,Z77929595,DTDC,,,KOLKATA,,IN TRANSIT
1911867,Z77929596,DTDC,,,BIHAR SHARIFF,Wed, Dec 05, 2012 10:15 AM,DELIVERED
1911969,Z77929597,DTDC,,,MUZAFFARPUR,Thu, Dec 06, 2012 0:00 PM,DELIVERED
1911975,Z77929598,DTDC,,,KOYALAGUDEM,Sat, Dec 08, 2012 11:30 AM,DELIVERED
1912024,Z77929599,DTDC,,,PUNE,Mon, Dec 10, 2012 3:40 PM,DELIVERED
1912115,Z77929600,DTDC,,,TURA,Sat, Dec 08, 2012 10:20 AM,DELIVERED
1912137,Z77929601,DTDC,,,SOLAPUR,Mon, Dec 10, 2012 10:20 AM,DELIVERED
1912162,Z77932041,DTDC,,,,,
1912167,Z77929602,DTDC,,,CHENNAI,Wed, Dec 05, 2012 11:20 AM,DELIVERED
1912180,Z77929603,DTDC,,,BHATKAL,Mon, Dec 10, 2012 0:20 PM,DELIVERED
1912199,Z77929604,DTDC,,,AHMEDABAD,Wed, Dec 05, 2012 0:22 PM,DELIVERED
1912217,Z77929797,DTDC,,,TRICHY,Fri, Dec 07, 2012 0:00 AM,DELIVERED
1912230,Z77929605,DTDC,,,DHARWAD,Thu, Dec 06, 2012 0:07 PM,DELIVERED
1912270,Z77929606,DTDC,,,DEOGHAR,Wed, Dec 05, 2012 1:55 PM,DELIVERED
1912424,Z77932020,DTDC,,,,,
1912433,Z77929607,DTDC,,,RAIPUR,,IN TRANSIT
1912470,Z77929608,DTDC,,,CUDDAPAH,Mon, Dec 10, 2012 11:20 AM,DELIVERED
1912620,Z77929610,DTDC,,,SANGAREDDY,Fri, Dec 07, 2012 0:10 PM,DELIVERED
1912624,Z77929611,DTDC,,,BELGAUM,Fri, Dec 07, 2012 0:05 PM,DELIVERED
1912714,Z77929612,DTDC,,,INDORE,Tue, Dec 04, 2012 8:00 PM,DELIVERED
1912773,Z77931928,DTDC,,,BHOPAL,Mon, Dec 03, 2012 3:00 PM,DELIVERED
1912777,Z77929613,DTDC,,,BHOPAL,Tue, Dec 04, 2012 3:00 PM,DELIVERED
1912828,Z77929614,DTDC,,,,,
1912840,Z77929615,DTDC,,,PATNA,,RTO IN TRANSIT
1912882,Z77929616,DTDC,,,KODAD,Fri, Dec 07, 2012 10:25 AM,DELIVERED
1912896,Z77929617,DTDC,,,JAIPUR,Wed, Dec 05, 2012 5:55 PM,DELIVERED
1912960,Z77929618,DTDC,,,ALWAYE,,IN TRANSIT
1913007,Z77929798,DTDC,,,,,
1913030,Z77931977,DTDC,,,TRICHY,Fri, Dec 07, 2012 4:25 PM,DELIVERED
1913073,Z77929619,DTDC,,,ANANTHPUR,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1913180,Z77929620,DTDC,,,BAKRESWAR,Fri, Dec 07, 2012 0:50 PM,DELIVERED
1913211,Z77931916,DTDC,,,MUMBAI,Thu, Dec 06, 2012 3:30 AM,DELIVERED
1913228,Z77929727,DTDC,,,TRICHY,Mon, Dec 03, 2012 0:00 AM,DELIVERED
1913307,Z77929621,DTDC,,,VAISHALI (UP),,OUT FOR DELIVERY
1913311,Z77932035,DTDC,,,BHUBANESHWAR,Fri, Dec 07, 2012 3:00 PM,DELIVERED
1913446,Z77931957,DTDC,,,BERHAMPUR -OR,Fri, Dec 07, 2012 3:00 PM,DELIVERED
1913490,Z77929799,DTDC,,,TRICHY,Mon, Dec 03, 2012 0:00 AM,DELIVERED
1913520,Z77929622,DTDC,,,MOHALI,Mon, Dec 03, 2012 1:05 PM,DELIVERED
1913551,Z77929623,DTDC,,,RAJGANGPUR,Sat, Dec 08, 2012 6:00 AM,DELIVERED
1913605,Z77932005,DTDC,,,KANPUR,,IN TRANSIT
1913623,Z77929800,DTDC,,,TRICHY,Mon, Dec 03, 2012 0:00 AM,DELIVERED
1913630,Z77929624,DTDC,,,BURDWAN,Sat, Dec 08, 2012 2:50 PM,DELIVERED
1913653,Z77929625,DTDC,,,,,
1913691,Z77929626,DTDC,,,JALGAON,,IN TRANSIT
1913703,Z77929627,DTDC,,,GUNTUR,,ATTEMPTED
1913795,Z77929628,DTDC,,,JALGAON,,IN TRANSIT
1913806,Z77929629,DTDC,,,RAJGANGPUR,Sat, Dec 08, 2012 6:00 AM,DELIVERED
1913841,Z77931996,DTDC,,,SAMBALPUR,,IN TRANSIT
1913894,Z77929630,DTDC,,,FIROZPUR,Tue, Dec 04, 2012 11:11 AM,DELIVERED
1913903,Z77929631,DTDC,,,JALGAON,,IN TRANSIT
1913938,Z77929632,DTDC,,,MOHALI,Wed, Dec 05, 2012 1:21 PM,DELIVERED
1913939,Z77931994,DTDC,,,NASIK,,IN TRANSIT
1914077,Z77929633,DTDC,,,JALANDHAR,Wed, Dec 05, 2012 11:00 AM,DELIVERED
1914098,Z77931906,DTDC,,,MUMBAI,Thu, Dec 06, 2012 0:20 PM,DELIVERED
1914116,Z77929634,DTDC,,,MATHURA,Mon, Dec 03, 2012 10:00 AM,DELIVERED
1914164,Z77929635,DTDC,,,MEDAVAKKAM,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1914256,Z77929636,DTDC,,,JORHAT,Sat, Dec 08, 2012 0:00 AM,DELIVERED
1914270,Z77932023,DTDC,,,PUNE,Mon, Dec 10, 2012 1:05 PM,DELIVERED
1914288,Z77929637,DTDC,,,HATIARA,Thu, Dec 06, 2012 3:30 PM,DELIVERED
1914313,Z77932019,DTDC,,,PUNE,Sat, Dec 08, 2012 0:10 PM,DELIVERED
1914332,Z77932014,DTDC,,,CHENNAI,,OUT FOR DELIVERY
1914358,Z77931943,DTDC,,,HYDERABAD,,OUT FOR DELIVERY
1914426,Z77929638,DTDC,,,BHATINDA,Fri, Dec 07, 2012 11:11 AM,DELIVERED
1914556,Z77929639,DTDC,,,CHANDIGARH,Mon, Dec 03, 2012 3:15 PM,DELIVERED
1914603,Z77931958,DTDC,,,CHANDIGARH,Fri, Nov 30, 2012 11:35 AM,DELIVERED
1914629,Z77929640,DTDC,,,COCHIN,,IN TRANSIT
1914630,Z77929641,DTDC,,,KOTA,Tue, Dec 04, 2012 2:04 PM,DELIVERED
1914647,Z77929642,DTDC,,,BELGAUM,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1914655,Z77931998,DTDC,,,AHMEDABAD,,OUT FOR DELIVERY
1914671,Z77929643,DTDC,,,SALEM,Sat, Dec 08, 2012 0:00 PM,DELIVERED
1914685,Z77929644,DTDC,,,PANCHKULA,Mon, Dec 03, 2012 2:00 PM,DELIVERED
1914710,Z77932021,DTDC,,,HUBLI,,IN TRANSIT
1914735,Z77931915,DTDC,,,GWALIOR,Sat, Dec 01, 2012 3:50 PM,DELIVERED
1914755,Z77932047,DTDC,,,DELHI,,RETURN TO ORIGIN
1914875,Z77929728,DTDC,,,,,
1914882,Z77932003,DTDC,,,MUMBAI,,IN TRANSIT
1914883,Z77929645,DTDC,,,BILASPUR,,IN TRANSIT
1914918,Z77929646,DTDC,,,NELLORE,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1914950,Z77929647,DTDC,,,JAMMU,Thu, Dec 06, 2012 1:00 PM,DELIVERED
1915005,Z77931924,DTDC,,,MUMBAI,Mon, Dec 10, 2012 9:21 PM,DELIVERED
1915012,Z77929648,DTDC,,,,,
1915028,Z77929649,DTDC,,,BANGALORE,,IN TRANSIT
1915053,Z77929650,DTDC,,,AHMEDABAD,Mon, Dec 10, 2012 1:21 PM,DELIVERED
1915110,Z77929651,DTDC,,,HAMIRPUR (HP),Fri, Dec 07, 2012 11:11 AM,DELIVERED
1915222,Z77929652,DTDC,,,KURNOOL,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1915229,Z77929653,DTDC,,,MUMBAI,Thu, Dec 06, 2012 1:25 PM,DELIVERED
1915234,Z77929654,DTDC,,,PANJIM,Sat, Dec 08, 2012 2:00 PM,DELIVERED
1915308,Z77931989,DTDC,,,MUMBAI,Thu, Dec 06, 2012 0:30 PM,DELIVERED
1915361,Z77929655,DTDC,,,KANPUR,Wed, Dec 05, 2012 0:50 PM,DELIVERED
1915365,Z77931974,DTDC,,,JAMSHEDPUR,Tue, Dec 04, 2012 3:00 PM,DELIVERED
1915450,Z77932024,DTDC,,,KURNOOL,Sat, Dec 08, 2012 0:00 AM,DELIVERED
1915471,Z77929656,DTDC,,,SONBHADRA,Fri, Dec 07, 2012 1:23 PM,DELIVERED
1915518,Z77929657,DTDC,,,KALYAN,Fri, Dec 07, 2012 0:00 PM,DELIVERED
1915523,Z77929658,DTDC,,,TRICHY,,IN TRANSIT
1915559,Z77929659,DTDC,,,,,
1915576,Z77929660,DTDC,,,MUMBAI,Thu, Dec 06, 2012 1:15 PM,DELIVERED
1915585,Z77929661,DTDC,,,HARIHAR,Mon, Dec 10, 2012 0:00 PM,DELIVERED
1915617,Z77929662,DTDC,,,HOSUR,,IN TRANSIT
1915634,Z77931920,DTDC,,,GURGAON,Fri, Nov 30, 2012 0:00 PM,DELIVERED
1915640,Z77931929,DTDC,,,HISSAR,Fri, Nov 30, 2012 6:00 PM,DELIVERED
1915645,Z77929663,DTDC,,,,,
1915659,Z77929664,DTDC,,,KOTDWARA,Tue, Dec 04, 2012 0:00 PM,DELIVERED
1915712,Z77929665,DTDC,,,NASIK,Thu, Dec 06, 2012 1:15 PM,DELIVERED
1915725,Z77929666,DTDC,,,COIMBATORE,,IN TRANSIT
1915751,Z77929667,DTDC,,,KATPADI,,ATTEMPTED
1915797,Z77929668,DTDC,,,KOLKATA,,IN TRANSIT
1915850,Z77929669,DTDC,,,TRICHUR,Mon, Dec 10, 2012 0:30 PM,DELIVERED
1915965,Z77929670,DTDC,,,PUNE,Fri, Dec 07, 2012 4:00 PM,DELIVERED
1915987,Z77931980,DTDC,,,GURGAON,Fri, Nov 30, 2012 11:05 AM,DELIVERED
1915991,Z77929671,DTDC,,,VARANASI,Thu, Dec 06, 2012 0:31 PM,DELIVERED
1916001,Z77929672,DTDC,,,JOYNAGAR,Thu, Dec 06, 2012 3:40 PM,DELIVERED
1916043,Z77929673,DTDC,,,SILIGURI,,FDM MANIFEST PREPARED
1916064,Z77931962,DTDC,,,CHENNAI,Sat, Dec 08, 2012 1:25 PM,DELIVERED
1916096,Z77929674,DTDC,,,KOLKATA,,IN TRANSIT
1916100,Z77929675,DTDC,,,AMBALA,Wed, Dec 05, 2012 2:00 PM,DELIVERED
1916120,Z77931926,DTDC,,,GURGAON,Fri, Nov 30, 2012 11:05 AM,DELIVERED
1916135,Z77929676,DTDC,,,HYDERABAD,,IN TRANSIT
1916139,Z77929677,DTDC,,,PANJIM,Sat, Dec 08, 2012 2:00 PM,DELIVERED
1916160,Z77929678,DTDC,,,PALAMPUR,Tue, Dec 04, 2012 0:55 PM,DELIVERED
1916166,Z77929679,DTDC,,,MANGALORE,,IN TRANSIT
1916215,K59084970,DTDC,,,GORAKHPUR,Sat, Dec 01, 2012 3:20 PM,DELIVERED
1916325,Z77929680,DTDC,,,JAMSHEDPUR,Wed, Dec 05, 2012 1:55 PM,DELIVERED
1916388,Z77931950,DTDC,,,CHENNAI,,IN TRANSIT
1916441,Z77932049,DTDC,,,JAIPUR,Thu, Dec 06, 2012 0:01 PM,DELIVERED
1916468,Z77929681,DTDC,,,PUNE,,IN TRANSIT
1916472,Z77932028,DTDC,,,SALEM,,IN TRANSIT
1916475,Z77931917,DTDC,,,CHENNAI,,IN TRANSIT
1916538,Z77929682,DTDC,,,BILASPUR,,IN TRANSIT
1916622,Z77929683,DTDC,,,AMBALA,,ATTEMPTED
1916627,K59084971,DTDC,,,,,
1916632,Z77929684,DTDC,,,CHANDIGARH,Wed, Dec 05, 2012 0:50 PM,DELIVERED
1916687,Z77932009,DTDC,,,BARODA,,IN TRANSIT
1916694,Z77929685,DTDC,,,PUNE,Mon, Dec 10, 2012 3:35 PM,DELIVERED
1916729,Z77929686,DTDC,,,KANCHIPURAM,Fri, Dec 07, 2012 11:20 AM,DELIVERED
1916767,Z77929687,DTDC,,,PALGHAT,,IN TRANSIT
1916858,Z77929688,DTDC,,,BURDWAN,Fri, Dec 07, 2012 10:30 AM,DELIVERED
1916932,Z77929689,DTDC,,,GOPALGUNJ,Thu, Dec 06, 2012 2:00 PM,DELIVERED
1916945,Z77931970,DTDC,,,CHENNAI,,IN TRANSIT
1916954,Z77929690,DTDC,,,KOTTAYAM,,IN TRANSIT
1917079,Z77931981,DTDC,,,CHENNAI,Fri, Dec 07, 2012 3:15 PM,DELIVERED
1917098,Z77929691,DTDC,,,,,
1917236,Z77929692,DTDC,,,KURNOOL,Fri, Dec 07, 2012 3:30 PM,DELIVERED
1917260,Z77931941,DTDC,,,NASIK,Thu, Dec 06, 2012 1:15 PM,DELIVERED
1917439,Z77929693,DTDC,,,NOIDA,Mon, Dec 03, 2012 4:20 PM,DELIVERED
1917453,Z77929694,DTDC,,,CHENNAI,,RTO IN TRANSIT
1917511,Z77929695,DTDC,,,KATPADI,,IN TRANSIT
1917516,Z77929696,DTDC,,,CHENNAI,,RTO IN TRANSIT
1917569,Z77929697,DTDC,,,DELHI,,RETURN TO ORIGIN
1917894,Z77931939,DTDC,,,BANGALORE,,RTO IN TRANSIT
1917896,Z77929698,DTDC,,,NAGPUR,Wed, Dec 05, 2012 0:44 PM,DELIVERED
1917913,Z77929699,DTDC,,,NOIDA,Tue, Dec 04, 2012 0:25 PM,DELIVERED
1918038,Z77929700,DTDC,,,NOIDA,Mon, Dec 03, 2012 1:10 PM,DELIVERED
1918045,Z77929701,DTDC,,,DANAPUR,Wed, Dec 05, 2012 2:15 PM,DELIVERED
